ID,Group,Age.Yr,Train.Hr,Wave,Grade,1BCSTCAT,1BCSTCR,1BCSTPR,1BCSTPE,1BCSTNPE,1BCSTCLR,1CONNTARG,1ConnSingle,1ConnSwitch,1SWITCHavg2featRT,1SWITCHavg3featRT,1SWITCHerr2feat,1SWITCHerr3feat,1SwitchMed2featRT,1SwitchMed3featRT,1FLANKACC,1FLANKCC(RT),1Flank-1Acc,1Flank1Acc,1GOTE,1Go1Pcorr,1Go1Rcorr,1Go2Pcorr,1Go2Rcorr,1Go1RTP,1Go1RTR,1Go2RTP,1Go2RTR,1NSIE,1NSRTC,1NSRTI,1NSACCC,1NSACCI,1OSPANdistract%,1OSPANpartialscore,1OSPANavgDisTime,1RSPANdistract%,1RSPANpartialscore,1RSPANavgDisTime,1SYMSPANdistract%,1SYMSPANpartialscore,1SYMSPANavgDisTime,2BCSTCAT,2BCSTCR,2BCSTPR,2BCSTPE,2BCSTNPE,2BCSTCLR,2CONNTARG,2ConnSingle,2ConnSwitch,2SWITCHavg2featRT,2SWITCHavg3featRT,2SWITCHerr2feat,2SWITCHerr3feat,2SwitchMed2featRT,2SwitchMed3featRT,2FLANKACC,2FLANKCC(RT),2Flank-1Acc,2Flank1Acc,2GOTE,2GO1Pcorr,2GO1Rcorr,2GO2Pcorr,2GO2Rcorr,2GO1RTP,2GO1RTR,2GO2RTP,2GO2RTR,2NSIE,2NSRTC,2NSRTI,2NSACCC,2NSACCI,2OSPNdistract%,2OSPNpartialscore,2OSPNavgDisTime,2RSPANdistract%,2RSPANpartialscore,2RSPANavgDisTime,2SYMSPANdistract%,2SYMSPANpartialscore,2SYMSPANavgDisTime,3BCSTCAT,3BCSTCR,3BCSTPR,3BCSTPE,3BCSTNPE,3BCSTCLR,3CONNTARG,3ConnSingle,3ConnSwitch,3SWITCHavg2featRT,3SWITCHavg3featRT,3SWITCHerr2feat,3SWITCHerr3feat,3Switchmed2featRT,3Switchmed3featRT,3FLANKACC,3FLANKCC,3Flank-1Acc,3Flank1Acc,3GOTE,3GO1Pcorr,3GO1Rcorr,3GO2Pcorr,3GO2Rcorr,3GO1RTP,3GO1RTR,3GO2RTP,3GO2RTR,3NSIE,3NSRTC,3NSRTI,3NSACCC,3NSACCI,3OSPNdistract%,3OSPNpartialscore,3OSPNavgDisTime,3RSPANdistract%,3RSPANpartialscore,3RSPANavgDisTime,3SYMSPANdistract%,3SYMSPANpartialscore,3SYMSPANavgDisTime,1RTaverage,2RTaverage,3RTaverage,1NAI,2NAI,3NAI,1PATmScale,2PATmScale,3PATmScale,1PATrScale,2PATrScale,3PATrScale,ITIM,1IEMmaths,1IEMenglish,1IEMconc.,1IEMTotalScore,2IEMmaths,2IEMenglish,2IEMconc.,2IEMTotalScore,1CEFI_P_AT_SS,1CEFI_P_FX_SS,1CEFI_P_WM_SS,2CEFI_P_AT_SS,2CEFI_P_FX_SS,2CEFI_P_WM_SS,3CEFI_P_AT_SS,3CEFI_P_FX_SS,3CEFI_P_WM_SS,1CEFI_T_AT_SS,1CEFI_T_FX_SS,1CEFI_T_WM_SS,2CEFI_T_AT_SS,2CEFI_T_FX_SS,2CEFI_T_WM_SS,3CEFI_T_AT_SS,3CEFI_T_FX_SS,3CEFI_T_WM_SS
121,TC,11.08,10.3,A,5,5,59.38,50,26.56,14.06,43.8,0.642857,24.5,15.75,35387,35942.66667,0,1,2114.666667,2386.666667,0.95,25.1,0.95,0.95,9,1,0.5,0.98437,1,464.969,404.25,428,559.562,5,558.107,677.411,0.910714,0.857143,0.96,1,4882.838,0.96,0.92,1577.04,0.857142857,0.642857143,1569.28,6,71.88,43.75,18.75,9.38,62.5,0.694444,27,18.75,38285.33333,41627.33333,0,10,2476,2669,0.966667,17.2,0.9,1,16,1,0.375,0.90625,1,434.906,376.7,767.333,486.562,9,553.875,652.339,0.928571,0.839286,0.8,0.92,5683.144,0.92,1,1354.752,1,0.928571429,1183.5425,6,70.31,46.88,18.75,10.94,60.9,0.692308,29.25,20.25,32866,34746.66667,6,8,2077.333333,2253.666667,0.83333,20.55,0.65,1,,,,,,,,,,9,570.75,626.857,1,0.892857,0.92,0.92,3482.896,0.92,0.6,1070.7574,0.928571429,0.571428571,1147.83325,335.2428571,449.1052632,334.9264706,100,105,96,127.8,126.7,135.3,133.8,143.1,133.7,30,4,4,5,13,3,4,3,10,101,100,94,101,103,95,97,88,90,,,,,,,,,
122,TC,8.97,10.3,A,3,5,60.94,53.13,31.25,7.81,45.3,0.802326,21.5,17.25,44770,51825,15,6,2589.333333,2924.666667,0.833333,13.8,0.75,0.9,44,0.9375,0,0.6875,0.75,407.917,325.75,503.25,643.5,20,832.911,829.143,0.928571,0.642857,0.92,0.52,3500.536,0.88,0.6,2575.574,0.857142857,0.5,1210.37,6,68.75,43.75,20.31,10.94,60.9,0.804124,24.25,19.5,40639.66667,44147.66667,8,3,2431.666667,2870,0.816667,31.3,0.85,0.9,49,0.98437,0.1875,0.60937,0.9375,408.825,399.846,447.794,627.467,9,637.5,763.964,0.964286,0.767857,0.56,0.52,891.5046,0.72,0.64,1344.664,0.928571429,0.714285714,791.62925,3,54.69,57.81,34.38,10.94,43.8,0.747748,27.75,20.75,34568.33333,45703.33333,3,14,2026.333333,2624,0.816667,18.15,0.8,0.85,34,1,0.0625,0.73437,0.875,368.281,351.2,490.412,520.5,8,626.857,681.679,0.821429,0.857143,0.52,0.6,1009.0154,0.8,0.52,1247.878,0.642857143,0.357142857,1060.55825,457.0545455,460.7719298,381.9552239,109,114,103,122.8,128.5,131.4,125,122.6,129.3,18,4,3,2,9,5,4,5,14,117,121,116,78,92,88,117,124,116,,,,,,,,,
124,TC,10.79,10.3,A,5,1,34.38,57.81,40.63,25,18.8,0.607143,21,12.75,43088.33333,48080.33333,6,1,2413.666667,2938,0.883333,20.85,0.7,1,66,1,0.5,0.64062,0.75,435.062,361.625,435.19,405.167,14,678.875,787.625,0.982143,0.803571,0.76,0.32,5192.856,0.84,0.68,2553.366,0.714285714,0.785714286,2153.75,7,71.88,50,20.31,7.81,64.1,0.641026,29.25,18.75,38176,43512.33333,0,0,2512,2744.333333,0.933333,23.3,0.85,0.95,14,0.98437,0.3125,0.98437,0.9375,440.952,420.727,391,523.133,5,760.679,849.179,0.946429,0.910714,0.76,0.76,3845.054,0.88,0.8,1883.836,0.714285714,0.785714286,1285.005,5,54.69,50,31.25,14.06,39.1,0.648649,27.75,18,35904.33333,42263.66667,0,9,2223.333333,2234,0.883333,18.8,0.9,0.9,13,0.98437,0.375,0.96875,1,355.889,341.1,347.5,488.25,12,692.571,730.625,0.892857,0.785714,0.68,0.68,1910.892,0.84,0.6,1251.254,0.928571429,0.714285714,1074.7,341.1052632,400.4210526,371.3728814,108,106,97,126.7,123.1,123.7,132.1,133.8,130.6,27,0,3,3,6,3,5,4,12,90,83,79,92,89,94,,,,86,77,86,78,91,83,74,84,77
125,TC,8.15,10.7,A,3,4,56.25,43.75,29.69,14.06,35.9,0.608696,23,14,80851,68241.66667,21,16,4200.333333,4093.333333,0.683333,31.5,0.45,0.75,28,1,0.25,1,0.5625,488.844,419.333,,,9,741.339,824.464,0.892857,0.839286,0.88,0.6,9027.694,0.8,0.68,1863.038,0.857142857,0.357142857,1097.29575,2,53.13,31.25,21.88,25,37.5,0.808511,23.5,19,68986.66667,64282,20,18,2986.333333,3299.333333,0.8,19.5,0.75,0.7,37,1,0.125,0.65625,0.9375,432.812,404,492,540.6,8,681.107,830.643,0.839286,0.660714,0.8,0.84,2272.494,0.8,0.76,1132.8026,0.714285714,0.5,702.69175,3,53.13,57.81,35.94,10.94,29.7,0.788462,26,20.5,51539,47382.66667,7,2,2765.333333,2647.666667,0.933333,48.8,0.8,1,37,0.98437,0.1875,0.64062,1,409.794,359.308,436.304,541.125,15,575.964,658.5,0.928571,0.660714,0.76,0.84,2024.546,0.92,0.72,1021.9802,0.857142857,0.428571429,664.29175,452.4761905,490.537037,421.2786885,125,140,139,127,135.2,134.5,134.2,134.2,133.3,29,0,3,2,5,0,3,0,3,87,86,82,89,92,90,92,89,95,128,122,123,129,138,123,111,122,95
126,TC,11.16,10.3,A,5,5,65.63,45.31,21.88,12.5,54.7,0.666667,29.25,19.5,46719.33333,47682.66667,16,2,2750.666667,2843,0.9,84.3,0.75,1,30,0.90625,0.375,0.84375,0.75,435.293,417.4,537,571,10,663.446,762.839,1,0.857143,1,0.68,4375.874,0.92,0.68,2204.822,0.785714286,0.928571429,2482.8375,4,68.75,40.63,15.63,15.63,46.9,0.728814,29.5,21.5,39233.66667,39323,5,2,2445.333333,2397.333333,0.916667,36.9,0.85,0.9,19,0.98437,0.25,0.92187,0.9375,438.905,336.917,405.8,509,6,587.179,649.411,1,0.892857,0.8,0.8,3378.752,0.96,0.88,2352.014,0.928571429,0.642857143,1295.0825,4,67.19,31.25,14.06,18.75,57.8,0.692308,29.25,20.25,31722.33333,40150,0,2,1983.666667,2410.333333,0.966667,42.7,0.95,1,9,1,0.75,0.92187,1,451.406,390.5,536.2,548.062,6,595.946,642.321,1,0.928571,0.8,0.72,2662.102,0.92,0.68,2099.086,0.928571429,0.785714286,2095.8825,314.6615385,363.4375,319.0980392,100,109,107,130.1,137.3,141.9,127.3,135.8,148.3,32,5,3,5,13,5,3,6,14,84,92,80,102,103,102,105,108,99,,,,,,,,,
127,TC,9.08,10,A,3,4,54.69,51.56,28.13,17.19,37.5,0.780822,18.25,14.25,67339.33333,52688.66667,7,4,3537,2978.333333,0.666667,67.9,0.35,0.85,9,1,0.625,0.95312,1,445.234,412.833,560.333,529.875,6,831.25,939.411,0.928571,0.803571,0.84,0.28,5257.234,0.88,0.28,3341.6,0.785714286,0.357142857,2493.2825,4,54.69,46.88,25,20.31,40.6,0.763441,23.25,17.75,43680.66667,51583,5,13,2511.666667,2934.333333,0.65,85.85,0.3,0.75,13,1,0.4375,0.9375,1,428.219,409.556,697.25,513.125,13,614.875,682.518,0.928571,0.75,0.76,0.4,2580.716,0.84,0.32,1605.882,0.642857143,0.357142857,1489.275,4,54.69,34.38,18.75,26.56,37.5,0.733333,26.25,19.25,41190,48256.66667,12,6,2549.666667,2841.333333,0.766667,65.15,0.5,1,11,0.98437,0.5,0.96875,1,416.19,431.25,496,494.75,14,539.5,599.5,1,0.767857,0.88,0.32,2414.382,0.8,0.36,1705.582,0.857142857,0.285714286,2081.0125,422.6911765,425.516129,325.0909091,112,101,109,122.8,124.2,136.2,125,113,125.9,21,5,0,4,9,6,4,5,15,101,83,94,104,95,94,116,109,112,93,80,85,99,89,97,81,80,74
128,TC,10.89,9.7,A,5,7,73.44,42.19,17.19,9.38,67.2,0.653543,31.75,20.75,38165.33333,39479.66667,0,2,2330.666667,2354,0.966667,69.45,0.9,1,7,1,0.625,0.98437,1,442.922,421.667,625,533.438,13,544.839,649.036,1,0.803571,0.92,0.32,1385.464,0.96,0.72,809.8424,0.785714286,0.571428571,1076.3125,3,54.69,57.81,34.38,10.94,43.8,0.737226,34.25,25.25,56254,45734,2,13,2520.333333,2368.333333,0.833333,17.8,0.8,0.85,9,1,0.6875,0.9375,1,443.828,420.8,502.5,567.375,12,586.571,641.393,0.928571,0.732143,0.88,0.76,1687.276,0.92,0.76,906.9786,0.642857143,0.714285714,731.75425,7,70.31,48.44,21.88,7.81,60.9,0.697368,38,26.5,32056.66667,35736.33333,4,5,1658.666667,1912.333333,0.916667,16,0.8,0.95,16,1,0.25,0.95312,0.9375,383.578,358.167,725.667,540.8,13,478.161,533.339,1,0.767857,0.88,0.8,1897.908,0.92,0.76,1067.812,0.785714286,0.714285714,1109.53,325.859375,357.0754717,334.5454545,137,125,121,150.6,153.2,161.7,140.3,135.8,156.4,17,5,6,5,16,4,6,6,16,129,130,126,123,130,124,123,113,108,125,124,126,128,118,129,117,121,109
129,TC,9.64,10.7,A,3,7,68.75,46.88,25,6.25,60.9,0.698795,20.75,14.5,39085.66667,42165.66667,1,0,2480,2827.666667,0.816667,22,0.9,0.85,13,0.96875,0.5,0.98437,0.875,482.048,430.25,409,611.5,7,839.411,889.196,0.910714,0.857143,0.84,0.76,6109.428,0.84,0.48,3089.868,0.785714286,0.642857143,1419.95,7,67.19,42.19,18.75,14.06,59.4,0.793478,23,18.25,35813.33333,41306.66667,0,0,2138.666667,2565.333333,0.766667,4.75,0.75,0.8,20,0.96875,0.1875,0.9375,0.9375,456.79,328.231,548,680.533,10,754.446,917.107,0.892857,0.857143,0.56,0.68,5187.834,0.6698,0.44,3194.22,0.857142857,0.857142857,1148.605,7,68.75,48.44,26.56,4.69,65.6,0.721154,26,18.75,38449,33728,0,0,2507.666667,2054.333333,0.866667,38.7,0.9,0.85,15,1,0.3125,0.9375,1,483.344,415.636,391.5,565.312,14,741.179,844.625,1,0.75,0.84,0.8,4289.546,0.88,0.72,2890.958,0.785714286,0.428571429,1105.63,452.4861111,398.761194,401.7142857,137,117,131,125.6,127,142.2,125,120.5,133.3,30,4,5,5,14,4,4,5,13,135,103,108,102,89,99,117,112,108,,,,,,,,,
130,TC,9.15,10.3,A,3,4,67.19,42.19,17.19,15.63,46.9,0.984848,16.5,16.25,54746.33333,48469,3,3,3242,2954,0.883333,11.95,0.75,0.95,16,1,0.3125,0.92187,1,514.656,517.636,483,615.062,6,706.036,735.304,0.964286,0.928571,0.64,0.44,2769.272,0.92,0.68,1111.288,0.785714286,0.714285714,838.25425,6,71.88,45.31,18.75,9.38,56.3,0.75,24,18,47947.66667,61430.66667,2,3,2745,3370.666667,0.916667,75.7,0.85,0.9,29,0.95312,0.0625,0.82812,1,371.082,331.333,522.273,632.625,7,620.179,673.839,0.964286,0.857143,0.68,0.88,2046.818,1,0.88,1339.222,0.857142857,0.857142857,752.95825,7,75,40.63,20.31,4.69,67.2,0.787037,27,21.25,34960.33333,38713,6,4,2230.333333,2317.666667,0.9,13.4,0.85,0.85,25,1,0.0625,0.84375,1,319.594,273.467,420.4,601.062,4,530.339,550.411,0.982143,0.875,0.8,0.72,2162.768,0.96,0.84,749.52,0.928571429,0.571428571,539.6,407.9857143,433.952381,378.4558824,107,112,107,142.4,130,136.2,127.6,127.6,146.4,33,0,4,2,6,0,3,5,8,98,100,112,116,103,112,87,89,95,98,111,106,112,129,119,113,122,114
201,C8,11.25,9.3,B,5,6,68.75,54.69,26.56,4.69,60.9,0.789474,23.75,18.75,36274.66667,43142,4,7,2290.666667,2546,0.916667,44.9,0.8,1,17,0.95312,0.5,0.90625,1,438.279,400.625,403.167,479.812,8,727.679,784.875,0.964286,0.875,0.88,0.76,8110.742,0.8,0.16,3125.1,0.857142857,0.642857143,1955.6075,7,75,37.5,15.63,9.38,65.6,0.65,30,19.5,39706.66667,46586.66667,1,7,2445,2555,0.966667,55.65,0.9,1,8,0.96875,0.625,1,1,445.048,417.833,,475.75,3,728,722.607,0.964286,0.928571,0.92,0.68,6101.014,0.96,0.56,2978.532,0.928571429,0.928571429,1792.405,8,78.13,43.75,17.19,4.69,73.4,0.715517,29,20.75,29795.66667,32158,0,0,1945,1898,1,46.85,1,1,13,0.98437,0.5625,0.92187,1,377.556,341.857,405.6,428.312,6,593.214,648.268,0.982143,0.875,0.88,0.96,3244.094,0.96,0.72,2344.184,0.642857143,0.714285714,1702.58,305.7540984,397.5384615,397.3809524,127,135,123,137.3,144.6,139.1,120.2,132.1,143,25,5,0,4,9,4,2,0,6,81,95,99,107,118,106,102,110,97,86,98,86,99,108,89,95,89,92
202,C8,11.14,10.3,B,5,3,64.06,45.31,23.44,12.5,53.1,0.504505,27.75,14,34360.33333,37431.66667,0,9,1973.666667,1888,0.966667,45.4,0.95,0.95,16,0.9375,0.5625,0.92187,1,476.267,457.143,403.8,504.188,10,629.893,634.911,1,0.803571,0.84,0.6,4169.44,0.88,0.84,2276.638,1,0.928571429,1523.6175,5,56.25,54.69,32.81,10.94,48.4,0.589147,23.25,19,32797.33333,44539.66667,8,16,2086,2162.666667,0.866667,-11.9,0.85,0.85,8,0.98437,0.5625,1,1,454.444,431.143,,551.438,4,549.036,633.911,0.946429,0.910714,0.96,1,3898.766,0.84,0.8,1417.898,0.928571429,1,816.47075,7,76.55,39.06,17.19,6.25,67.2,0.627737,34.25,21.5,37267.33333,46067.33333,0,1,2230,2798,0.9,7,0.75,0.95,14,0.98437,0.375,0.95312,1,476.698,430.2,506,546.562,4,657.518,797.018,0.946429,0.875,0.72,0.52,4440.602,1,0.92,1168.216,0.857142857,1,955.00825,410.5365854,293.1666667,332.047619,147,158,143,136,144.6,146.9,132.1,137.9,130.6,32,2,3,5,10,2,3,5,10,89,98,84,98,106,99,99,110,90,87,94,92,101,105,91,64,80,69
203,C8,10.64,10.7,B,5,4,51.56,51.56,29.69,18.75,42.2,0.558559,27.75,15.5,43517.66667,44702,0,0,2702.333333,2822,0.916667,-30.8,0.85,0.95,10,0.98437,0.6875,0.95312,0.9375,481.54,456,345.667,513,3,868.696,970.214,1,0.946429,0.76,0.56,7979.346,0.96,0.68,1887.262,0.785714286,0.785714286,3061.8375,7,73.44,45.31,18.75,7.81,65.6,0.675,30,20.25,61056.33333,41966,16,2,3715,2763,0.93333,31.1,0.85,1,16,1,0.5,0.92187,0.8125,483.812,398.25,402.8,645,8,804.125,846.518,0.964286,0.821429,0.8,0.48,2983.824,0.84,0.8,1523.1174,0.714285714,0.5,1294.2,4,65.63,45.31,20.31,14.06,42.2,0.68,31.25,21.25,32096.33333,34589.33333,0,2,1951,2253,0.983333,19.55,0.95,1,11,0.98437,0.75,0.90625,1,446.968,419.5,453,485,7,721.375,775.482,1,0.892857,0.92,0.72,4262.346,0.96,0.8,1508.07,0.928571429,0.571428571,1288.2075,395.4788732,539.6034483,354.1967213,120,125,126,150.6,153.2,140.5,137.9,140.3,145.5,36,1,1,3,5,2,1,3,6,95,92,94,86,89,92,101,86,95,101,118,114,113,122,114,106,122,111
204,C8,10.55,10.3,B,5,4,50,40.63,29.69,20.31,42.2,0.657658,27.75,18.25,34603.33333,42445.66667,3,4,2039.666667,2670.333333,0.7,17.75,0.6,0.7,25,1,0.375,0.76562,1,420.031,443.2,441.533,518.938,19,634.482,699.554,0.964286,0.642857,0.8,0.72,4839.67,0.88,0.52,1306.378,0.857142857,0.571428571,1071.4825,4,59.38,42.19,21.88,18.75,51.6,0.672414,29,19.5,36003,36926.33333,5,4,2148,1886.666667,0.8,6.25,0.75,0.75,24,1,0.375,0.85937,0.8125,505.469,471.1,582.556,641.182,7,803.196,869.357,0.857143,0.875,0.92,0.8,3999.674,0.88,0.76,2049.218,0.928571429,0.785714286,1302.9125,5,65.63,48.44,23.44,10.94,51.6,0.643411,32.25,20.75,27048,29112.33333,6,1,1847.666667,1689.333333,0.93333,22.6,0.85,1,14,0.98437,0.3125,0.96875,1,425.571,338.545,405.5,543.438,12,549.589,679.875,0.982143,0.803571,0.88,0.72,2589.036,0.96,0.6,1410.768,0.928571429,0.714285714,976.4925,351,486.25,367.9354839,118,121,129,134.8,130.1,143.5,137.9,135.8,143,34,4,4,6,14,5,4,6,15,104,115,110,99,106,99,104,118,108,77,98,76,93,120,95,75,94,83
205,C8,11.47,10.3,B,5,6,73.44,37.5,15.63,10.94,68.8,0.610687,32.75,20,34278.66667,32797.33333,1,1,2237.333333,1903.333333,1,24.25,1,1,8,1,0.8125,0.92187,1,459.188,615,505.6,534.75,12,560.375,611.518,1,0.75,0.88,0.28,2640.03,0.88,0.68,1689.878,0.928571429,0.785714286,1449.3325,4,73.44,54.69,26.56,4.69,48.4,0.728814,29.5,21.5,29259,30838,1,0,1826.333333,1976.333333,0.966667,42.25,0.9,1,9,1,0.75,0.92187,1,446.516,394.25,766.6,568.562,3,609.929,618.768,0.982143,0.964286,0.92,0.6,1809.17,0.96,0.72,1254.3776,1,0.928571429,1333.88,6,71.88,50,23.44,4.69,60.9,0.660131,38.25,25.25,29592.33333,34637.66667,1,5,1713.666667,1768.666667,0.983333,31.85,0.95,1,6,1,0.8125,0.95312,1,433.625,386.667,465,468.875,3,502.875,549.768,1,0.946429,0.96,0.92,1448.968,0.96,0.8,1134.7666,1,0.857142857,774.69175,287.4482759,331.9571429,313.3538462,121,120,130,144.6,142.9,151.2,133.8,146.5,163.9,32,3,0,6,9,6,5,6,17,110,89,95,110,92,102,110,108,103,100,122,94,113,111,112,115,117,121
206,C8,9.22,9.7,B,3,6,75,43.75,18.75,6.25,64.1,0.651685,22.25,14.5,49479.66667,50480,5,2,2926,2805,0.883333,22.05,0.8,0.9,8,1,0.6875,0.95312,1,489.859,460.2,568,692.25,13,824.518,861.5,0.964286,0.803571,0.92,0.64,2600.402,1,0.44,2569.948,0.785714286,0.571428571,2042.525,6,67.19,43.75,18.75,14.06,57.8,0.736842,23.75,17.5,48157.33333,42791,4,1,2861.333333,3106.333333,0.85,-43.4,0.85,0.9,12,0.95312,0.5,0.98437,1,586.984,526,529,610.062,5,763.339,910.196,0.982143,0.839286,0.88,0.8,2318.276,0.84,0.52,1654.094,0.928571429,0.857142857,1048.09175,5,57.81,50,31.25,10.94,43.8,0.6633366,25.25,16.75,39869.66667,44312.33333,0,7,2525,2592.333333,1,7.6,1,1,11,1,0.4375,0.96875,1,504.5,445.222,478.5,569.188,8,693.732,773.625,0.982143,0.875,0.76,0.6,2314.678,0.84,0.44,1382.704,0.785714286,0.714285714,1230.5,393.7058824,373.3692308,361,118,120,123,137.3,139.6,132.9,139.1,146.8,138.5,29,4,3,5,12,3,3,4,10,114,92,95,,,,,,,,,,,,,,,
207,C8,9.38,10.7,B,3,4,60.94,48.44,23.44,15.63,45.3,0.534483,14.5,7.75,55904.33333,61515.66667,0,1,3653.333333,3537.666667,0.9,15.4,0.75,0.95,31,0.92187,0.25,0.8125,0.875,483.136,365.333,522.25,566.643,13,786.339,999.964,0.946429,0.785714,0.72,0.32,3696.608,0.84,0.4,2736.782,0.714285714,0.357142857,1207.1625,3,54.69,37.5,21.88,23.44,39.1,0.628205,19.5,12.25,48893,65981,1,8,3094,3558.666667,0.85,26.7,0.65,0.8,36,0.98437,0.1875,0.70312,0.8125,435.016,385.077,563.105,589.923,8,724.018,771.018,0.964286,0.892857,0.52,0.12,816.4226,0.88,0.24,2737.988,0.857142857,0.357142857,1046.02,4,53.13,40.63,21.88,25,31.3,0.61,25,15.25,48870.33333,61549.66667,1,9,2987,3417,0.933333,12.4,0.85,0.95,55,0.95312,0.375,0.42187,0.6875,462.344,370.8,457,471.455,7,629.446,729.875,0.982143,0.857143,0.44,0.6,2350.416,0.84,0.24,1789.62,0.785714286,0.5,794.225,387.2575758,385.4590164,403.109375,81,82,95,116.1,110.4,114.1,113,102,122.8,19,5,4,0,9,4,0,6,10,81,77,84,93,89,99,,,,81,77,86,76,87,67,86,89,86
208,C8,10.81,10.7,B,5,5,59.38,32.81,14.06,26.56,50,0.852459,30.5,26,43191.66667,34296,2,2,2475.666667,2185.333333,0.85,32.85,0.7,0.9,17,1,0.5,0.85937,1,380.547,330.125,484.667,462.25,5,576.893,672.589,1,0.875,0.88,0.88,3327.214,0.8,0.64,1011.5026,0.928571429,0.857142857,1284.305,5,64.06,39.06,17.19,18.75,51.6,0.832,31.25,26,55760.33333,45893.66667,1,4,2645,2618.333333,0.866667,29.75,0.65,0.95,18,1,0.1875,0.92187,1,388.625,356.385,536.6,467.438,11,598.839,685.304,0.928571,0.821429,0.88,1,2337.458,0.92,0.4,1421.442,0.928571429,0.714285714,1134.98,4,62.5,45.31,28.13,9.38,31.3,0.787234,35.25,27.75,34606.66667,32922.33333,15,18,2134,1792.333333,0.9,6.3,0.95,0.9,15,1,0.375,0.92187,1,396.781,378.9,595.2,500.438,7,509.643,562.982,1,0.857143,0.96,0.84,1715.006,0.88,0.88,1185.666,0.857142857,0.642857143,959.24575,363.1764706,366.6363636,357.6666667,110,106,117,144.6,148.3,146.9,143.1,140.3,135.4,22,2,2,2,6,1,3,1,5,87,77,75,93,86,94,98,100,95,,,,,,,,,
209,C8,9.34,10,B,3,6,54.69,42.19,23.44,21.88,46.9,0.593407,22.75,13.5,45578.66667,52008,0,0,3058.333333,3287.333333,0.95,10.75,0.95,1,66,0.95312,0.3125,0.64062,0.875,455.41,447.091,371.387,343,2,771.411,816.696,0.875,0.946429,0.6,0.32,5704.38,0.92,0.32,2357.574,0.857142857,0.285714286,1743.9075,7,70.31,42.19,21.88,7.81,64.1,0.641304,23,14.75,40323.33333,38186.66667,0,2,2417.333333,2406.333333,0.883333,8.55,0.75,0.9,42,0.9375,0.4375,0.85973,1,371.05,320.769,394.214,572.625,5,714.679,766.071,0.946429,0.892857,0.48,0.52,3105.0046,0.76,0.6,2288.64,0.928571429,0.714285714,985.3125,4,56.25,34.38,23.44,20.31,48.4,0.740741,27,20,40589.33333,39534.33333,0,1,2364.666667,2423.666667,0.9,-17.05,0.8,0.95,23,0.98437,0.1875,0.85937,1,417.159,374,397.111,536.875,3,612.482,648.179,0.928571,0.875,0.72,0.68,3234.602,0.96,0.88,1752.498,0.857142857,1,886.37075,361.6,503.4032258,388.7118644,106,110,114,120.2,125.6,131.4,116.6,120.5,119.9,28,4,0,5,9,0,2,0,2,78,112,86,89,92,90,,,,114,100,114,100,91,98,100,81,89
211,C8,10.96,9.3,B,5,6,67.19,50,23.44,9.38,56.3,0.485149,25.25,12.25,41333.33333,44869.33333,3,6,2590,2845.333333,0.566667,139.45,0.35,0.55,12,0.95312,0.6875,0.95312,0.9375,505.311,489.4,486.333,603.533,10,638.589,716.143,0.946429,0.803571,0.92,0.64,1933.306,0.84,0.88,1966.232,0.714285714,0.5,1367.6,7,70.31,53.13,25,4.69,64.1,0.587629,24.25,14.25,43867.33333,41530.33333,0,1,2514.666667,2368,0.9,-19.2,0.8,0.95,17,0.98437,0.4375,0.90625,0.9375,512.175,425.222,467.167,606.867,3,728.054,785.286,0.982143,0.946429,0.96,0.56,1696.452,1,0.8,1156.422,0.857142857,0.642857143,1350.17,6,67.19,50,25,7.81,56.3,0.622642,26.5,16.5,33711,39870,0,0,1808.333333,2328.333333,0.983333,12.05,0.95,1,9,1,0.5,0.98437,1,526.688,420,571,603.125,2,661.321,741.536,1,0.964286,0.76,0.84,1552.524,0.96,0.92,1384.054,0.785714286,0.642857143,1379.0425,361.1492537,379.6666667,351.1290323,106,114,102,123.1,140,139.1,133.8,128.8,126.3,36,4,3,4,11,4,3,5,12,107,89,106,110,98,114,113,116,105,119,115,119,118,105,122,107,101,95
212,C8,11.31,10.3,B,5,7,65.63,42.19,21.88,12.5,60.9,0.820755,26.5,21.75,39686,40977,0,5,2648.333333,2323,0.93333,33.6,0.85,0.95,20,0.98437,0.0625,0.9375,1,393.635,332.133,354.5,521.812,10,588.482,715.839,1,0.821429,1,0.36,4320.46,1,0.6,1887.078,0.928571429,0.285714286,626.6625,7,75,42.19,18.75,6.25,60.9,0.811966,29.25,23.75,33088.33333,36253,2,0,2147,2308.666667,0.93333,34.15,0.85,0.95,9,1,0.6875,0.9375,1,424.172,367.4,424.75,529.812,8,579.25,659.036,0.946429,0.821429,0.92,0.48,3734.952,0.96,0.76,1634.894,1,0.785714286,1019.9925,7,78.13,40.63,14.06,7.81,78.1,0.85,30,25.5,34155.66667,37336.33333,5,1,2016.333333,2000.666667,0.933333,32.6,0.9,0.95,13,1,0.3125,0.96875,1,392.703,380.727,442.5,522.125,5,649.089,673.464,1,0.910714,1,0.64,4226.28,0.96,0.68,1831.214,0.928571429,0.714285714,1218.7375,352.5230769,348.1886792,322.761194,124,135,159,153.2,156.5,161.7,146.5,158.7,148.3,24,3,0,4,7,2,0,1,3,120,103,129,119,118,119,117,116,127,,,,,,,,,
